slug,nombre_ejercicio,descripcion,beneficios,errores_comunes,precauciones,tipo_ejercicio,musculos_principales,musculos_secundarios,equipamiento_necesario,nivel_recomendado,intensidad,objetivos_principales,ranking_efectividad,etiquetas,variaciones,hsl_link,direct_link,thumbnail_url,preview_url_webp,storage_video
remo-mancuerna-unilateral,Remo con mancuerna a un brazo,"Apoya una rodilla y mano sobre un banco plano, espalda paralela al suelo, core activo. Toma una mancuerna y baja el brazo hasta sentir estiramiento en el dorsal. Sube la mancuerna hacia la cadera, llevando el codo atrás y juntando la escápula. Baja controlado. Evita rotar el torso o tirar la mancuerna hacia el pecho.","[""Corrige desequilibrios entre lados"",""Rango de movimiento completo"",""Mejora fuerza del core y estabilidad"",""Seguro para espalda baja con buena técnica""]","[""Rotar el torso"",""Tirar la mancuerna hacia el pecho"",""Usar impulso""]","[""Mantén espalda recta"",""Elige peso manejable"",""No hiperextiendas el hombro""]",compuesto,Dorsal ancho,"[""Romboides"",""Trapecio medio e inferior"",""Deltoides posterior"",""Bíceps braquial"",""Braquial"",""Braquiorradial"",""Erectores espinales"",""Core"",""Redondo mayor""]","[""Mancuerna"",""Banco plano (opcional)""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""casa"",""espalda"",""mancuerna""]","[""remo-mancuerna-unilateral"",""remo-barra-prono"",""remo-banco-inclinado""]",https://vz-cddd003b-54d.b-cdn.net/13e3cac0-42e6-4c44-b98a-d89cf5ca4b12/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/13e3cac0-42e6-4c44-b98a-d89cf5ca4b12,https://vz-cddd003b-54d.b-cdn.net/13e3cac0-42e6-4c44-b98a-d89cf5ca4b12/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/13e3cac0-42e6-4c44-b98a-d89cf5ca4b12/preview.webp?v=1752876046,https://olympo.b-cdn.net/espalda/Remo-Mancuerna-Unilateral.mp4
remo-menton-barra,Remo al mentón con barra,"De pie, sujeta la barra con agarre prono y manos juntas o al ancho de hombros. Eleva la barra cerca del cuerpo dirigiendo los codos hacia arriba, sin superar la línea de los hombros. Baja controlado y evita impulso.","[""Activa deltoides lateral y trapecio"",""Puede mejorar fuerza de tracción"",""Se realiza con equipamiento básico""]","[""Agarre muy estrecho"",""Elevar codos excesivamente"",""Usar mucho peso o impulso""]","[""No eleves codos por encima de hombros"",""Barra cerca del cuerpo"",""Evita si tienes historial de hombro""]",compuesto,Deltoides lateral,"[""Trapecio"",""Deltoides anterior"",""Bíceps""]","[""Barra""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,6,"[""gimnasio"",""hombros"",""barra""]","[""remo-menton-barra"",""remo-menton-mancuernas"",""remo-menton-polea-cuerda""]",https://vz-cddd003b-54d.b-cdn.net/f1afd489-85d5-4b81-a1cc-06d875876cd3/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/f1afd489-85d5-4b81-a1cc-06d875876cd3,https://vz-cddd003b-54d.b-cdn.net/f1afd489-85d5-4b81-a1cc-06d875876cd3/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/f1afd489-85d5-4b81-a1cc-06d875876cd3/preview.webp?v=1752877893,https://olympo.b-cdn.net/hombros/Remo-Menton-Barra.mp4
remo-menton-mancuernas,Remo al mentón con mancuernas,"De pie, mancuernas al frente, eleva cerca del cuerpo dirigiendo codos arriba y afuera hasta la altura de los hombros. Las muñecas pueden rotar de neutro a prono al subir. Baja controlado.","[""Mejor trayectoria para hombros"",""Permite trabajo unilateral"",""Menos estrés en muñecas que la barra""]","[""Codos muy altos"",""Usar mucho peso"",""Manos por encima de codos""]","[""No subas codos más allá de hombros"",""Evita impulso"",""Ideal para moderar pesos""]",compuesto,Deltoides lateral,"[""Trapecio"",""Deltoides anterior"",""Bíceps""]","[""Mancuernas""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""hombros"",""mancuernas"",""casa""]","[""remo-menton-mancuernas"",""remo-menton-barra"",""remo-menton-polea-cuerda""]",https://vz-cddd003b-54d.b-cdn.net/4bbf886f-4214-4c4f-9313-fe8c34329315/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/4bbf886f-4214-4c4f-9313-fe8c34329315,https://vz-cddd003b-54d.b-cdn.net/4bbf886f-4214-4c4f-9313-fe8c34329315/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/4bbf886f-4214-4c4f-9313-fe8c34329315/preview.webp?v=1752877995,https://olympo.b-cdn.net/hombros/Remo-Menton-Mancuernas.mp4
remo-menton-polea-cuerda,Remo al mentón en polea,"De pie frente a polea baja, toma la barra corta o cuerda. Tira verticalmente dirigiendo codos hacia arriba, barra cerca del cuerpo, sin elevar codos más allá de hombros. Baja lento y controlado.","[""Tensión constante con polea"",""Puede ser más amigable para muñecas"",""Permite controlar la carga con precisión""]","[""Codos por encima de hombros"",""Impulso de torso"",""Accesorio separado del cuerpo""]","[""Atento a molestias de hombro"",""No subas codos en exceso"",""Peso moderado""]",compuesto,Deltoides lateral,"[""Trapecio"",""Deltoides anterior"",""Bíceps""]","[""Polea baja"",""Barra o cuerda""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,7,"[""gimnasio"",""hombros"",""polea""]","[""remo-menton-polea-cuerda"",""remo-menton-barra"",""remo-menton-mancuernas""]",https://vz-cddd003b-54d.b-cdn.net/1e11d07f-3593-4167-8e79-854305430dc5/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/1e11d07f-3593-4167-8e79-854305430dc5,https://vz-cddd003b-54d.b-cdn.net/1e11d07f-3593-4167-8e79-854305430dc5/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/1e11d07f-3593-4167-8e79-854305430dc5/preview.webp?v=1752877960,https://olympo.b-cdn.net/hombros/Remo-Menton-Polea-Cuerda.mp4
remo-pecho-unilateral-maquina,Remo al pecho unilateral,"Ajusta el asiento y el apoyo del pecho de manera que la empuñadura quede a la altura del abdomen. Con un solo brazo, toma el agarre y realiza un tirón controlado llevando el codo hacia atrás sin rotar el torso. Mantén la contracción un segundo y regresa lentamente a la posición inicial. Luego cambia de lado.","[""Trabajo unilateral que corrige desequilibrios"",""Aislamiento efectivo del dorsal"",""Mayor control y rango de movimiento""]","[""Girar el torso al tirar"",""Encoger los hombros"",""Usar impulso en lugar de control""]","[""Mantén el pecho apoyado en todo momento"",""Controla la fase excéntrica"",""Concéntrate en llevar el codo hacia atrás, no la mano""]",compuesto,Dorsal ancho,"[""Romboides"",""Trapecio medio"",""Deltoides posterior"",""Bíceps braquial"",""Braquial"",""Braquiorradial"",""Redondo mayor"",""Erectores espinales"",""Core""]","[""Máquina de remo unilateral"",""Agarre en D o individual""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,10,"[""gimnasio"",""espalda"",""fuerza""]","[""remo-en-polea-baja"",""jalon-pecho"",""remo-barra""]",https://vz-cddd003b-54d.b-cdn.net/d9b757ca-1380-41bf-98c7-2fd73f56d2f4/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/d9b757ca-1380-41bf-98c7-2fd73f56d2f4,https://vz-cddd003b-54d.b-cdn.net/d9b757ca-1380-41bf-98c7-2fd73f56d2f4/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/d9b757ca-1380-41bf-98c7-2fd73f56d2f4/preview.webp?v=1761158385,https://olympo.b-cdn.net/espalda/Remo-Pecho-Unilateral-Maquina.MOV
remo-polea-baja-v,Remo en polea baja,"Siéntate frente a la polea baja, pies en los soportes, rodillas flexionadas. Toma el agarre con brazos extendidos y espalda recta. Tira del agarre hacia el abdomen, juntando escápulas, sin balancear el torso. Extiende los brazos y permite un buen estiramiento al frente. Ajusta el agarre según lo que busques activar más.","[""Desarrolla grosor de espalda"",""Mejora postura y fuerza de tracción"",""Variedad de rangos y agarres"",""Activa core en estabilización""]","[""Balanceo del torso"",""Redondear la lumbar"",""Tirar solo con los brazos""]","[""Mantén la lumbar estable"",""Controla el peso en todo momento"",""Ajusta la posición para tensión continua""]",compuesto,Dorsal ancho,"[""Romboides"",""Trapecio medio"",""Deltoides posterior"",""Bíceps braquial"",""Braquial"",""Braquiorradial"",""Redondo mayor"",""Erectores espinales"",""Core""]","[""Polea baja"",""Agarre V-bar"",""barra"",""cuerda""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""espalda"",""polea""]","[""remo-sentado-maquina-angosto"",""remo-sentado-agarre-v"",""remo-barra-polea-baja""]",https://vz-cddd003b-54d.b-cdn.net/969d08ec-aa2b-4dd6-90af-a3a1f4ddccbe/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/969d08ec-aa2b-4dd6-90af-a3a1f4ddccbe,https://vz-cddd003b-54d.b-cdn.net/969d08ec-aa2b-4dd6-90af-a3a1f4ddccbe/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/969d08ec-aa2b-4dd6-90af-a3a1f4ddccbe/preview.webp?v=1752876093,https://olympo.b-cdn.net/espalda/Remo-Polea-Baja-V.mp4
remo-sentado-agarre-v,Remo sentado en máquina,"Siéntate en la máquina con los pies firmemente apoyados, espalda recta. Toma el agarre (V-bar, barra recta, asas). Tira del agarre hacia el abdomen bajo o esternón, retrayendo las escápulas y manteniendo el torso estable. Extiende los brazos controladamente y siente el estiramiento de la espalda. Evita impulso del torso.","[""Desarrolla grosor y fuerza en la espalda"",""Mejora postura"",""Permite uso de carga alta con seguridad"",""Variedad de agarres""]","[""Usar impulso del torso"",""Encoger los hombros"",""No retraer las escápulas""]","[""Ajusta asiento y apoyo pectoral"",""Evita hiperextender la lumbar"",""Controla el peso siempre""]",compuesto,Dorsal ancho,"[""Romboides"",""Trapecio medio"",""Deltoides posterior"",""Bíceps braquial"",""Braquial"",""Braquiorradial"",""Redondo mayor"",""Erectores espinales""]","[""Máquina de remo sentado"",""Agarre V-bar o barra""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""espalda"",""polea""]","[""remo-sentado-maquina-ancho"",""remo-sentado-maquina-angosto"",""remo-sentado-barra-recta-neutro""]",https://vz-cddd003b-54d.b-cdn.net/a13c6a4f-6e9a-45e8-85d9-cd2f6d6e1e36/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/a13c6a4f-6e9a-45e8-85d9-cd2f6d6e1e36,https://vz-cddd003b-54d.b-cdn.net/a13c6a4f-6e9a-45e8-85d9-cd2f6d6e1e36/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/a13c6a4f-6e9a-45e8-85d9-cd2f6d6e1e36/preview.webp?v=1761147573,https://olympo.b-cdn.net/espalda/Remo-Sentado-Agarre-V.mp4
remo-sentado-barra-recta-neutro,Remo sentado en máquina,"Siéntate en la máquina con los pies firmemente apoyados, espalda recta. Toma el agarre (V-bar, barra recta, asas). Tira del agarre hacia el abdomen bajo o esternón, retrayendo las escápulas y manteniendo el torso estable. Extiende los brazos controladamente y siente el estiramiento de la espalda. Evita impulso del torso.","[""Desarrolla grosor y fuerza en la espalda"",""Mejora postura"",""Permite uso de carga alta con seguridad"",""Variedad de agarres""]","[""Usar impulso del torso"",""Encoger los hombros"",""No retraer las escápulas""]","[""Ajusta asiento y apoyo pectoral"",""Evita hiperextender la lumbar"",""Controla el peso siempre""]",compuesto,Dorsal ancho,"[""Romboides"",""Trapecio medio"",""Deltoides posterior"",""Bíceps braquial"",""Braquial"",""Braquiorradial"",""Redondo mayor"",""Erectores espinales""]","[""Máquina de remo sentado"",""Agarre V-bar o barra""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""espalda"",""polea""]","[""remo-sentado-maquina-ancho"",""remo-sentado-maquina-angosto"",""remo-sentado-agarre-v""]",https://vz-cddd003b-54d.b-cdn.net/b9de8b90-e41f-4ff8-8d7d-a4c767e441ec/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/b9de8b90-e41f-4ff8-8d7d-a4c767e441ec,https://vz-cddd003b-54d.b-cdn.net/b9de8b90-e41f-4ff8-8d7d-a4c767e441ec/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/b9de8b90-e41f-4ff8-8d7d-a4c767e441ec/preview.webp?v=1752876180,https://olympo.b-cdn.net/espalda/Remo-Sentado-Barra-Recta-Neutro.mp4
remo-sentado-maquina-ancho,Remo sentado en máquina multifuerza,"Siéntate en la máquina con el pecho apoyado, pies firmes, espalda recta. Toma el agarre (V-bar, barra recta, asas). Tira del agarre hacia el abdomen bajo o esternón, retrayendo las escápulas y manteniendo el torso estable. Extiende los brazos controladamente y siente el estiramiento de la espalda. Evita impulso del torso.","[""Desarrolla grosor y fuerza en la espalda"",""Mejora postura"",""Permite uso de carga alta con seguridad"",""Variedad de agarres""]","[""Usar impulso del torso"",""Encoger los hombros"",""No retraer las escápulas""]","[""Ajusta asiento y apoyo pectoral"",""Evita hiperextender la lumbar"",""Controla el peso siempre""]",compuesto,Dorsal ancho,"[""Romboides"",""Trapecio medio"",""Deltoides posterior"",""Bíceps braquial"",""Braquial"",""Braquiorradial"",""Redondo mayor"",""Erectores espinales""]","[""Máquina de remo sentado"",""Agarre V-bar o barra""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""espalda"",""polea""]","[""remo-sentado-maquina-angosto"",""remo-sentado-agarre-v"",""remo-sentado-barra-recta-neutro""]",https://vz-cddd003b-54d.b-cdn.net/7294977e-7eb1-41ca-8d9e-54544ef3a80f/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/7294977e-7eb1-41ca-8d9e-54544ef3a80f,https://vz-cddd003b-54d.b-cdn.net/7294977e-7eb1-41ca-8d9e-54544ef3a80f/thumbnail_f31080a5.jpg,https://vz-cddd003b-54d.b-cdn.net/7294977e-7eb1-41ca-8d9e-54544ef3a80f/preview.webp?v=1771995152,https://olympo.b-cdn.net/espalda/Remo-Sentado-Maquina-Ancho.MOV
remo-sentado-maquina-angosto,Remo sentado en máquina multifuerza,"Siéntate en la máquina con el pecho apoyado, pies firmes, espalda recta. Toma el agarre (V-bar, barra recta, asas). Tira del agarre hacia el abdomen bajo o esternón, retrayendo las escápulas y manteniendo el torso estable. Extiende los brazos controladamente y siente el estiramiento de la espalda. Evita impulso del torso.","[""Desarrolla grosor y fuerza en la espalda"",""Mejora postura"",""Permite uso de carga alta con seguridad"",""Variedad de agarres""]","[""Usar impulso del torso"",""Encoger los hombros"",""No retraer las escápulas""]","[""Ajusta asiento y apoyo pectoral"",""Evita hiperextender la lumbar"",""Controla el peso siempre""]",compuesto,Dorsal ancho,"[""Romboides"",""Trapecio medio"",""Deltoides posterior"",""Bíceps braquial"",""Braquial"",""Braquiorradial"",""Redondo mayor"",""Erectores espinales""]","[""Máquina de remo sentado"",""Agarre V-bar o barra""]","[""Principiante"",""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""espalda"",""polea""]","[""remo-sentado-maquina-ancho"",""remo-sentado-agarre-v"",""remo-sentado-barra-recta-neutro""]",https://vz-cddd003b-54d.b-cdn.net/6edd4c57-fd8c-4648-9063-9cebd968257f/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/6edd4c57-fd8c-4648-9063-9cebd968257f,https://vz-cddd003b-54d.b-cdn.net/6edd4c57-fd8c-4648-9063-9cebd968257f/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/6edd4c57-fd8c-4648-9063-9cebd968257f/preview.webp?v=1771994599,https://olympo.b-cdn.net/espalda/Remo-Sentado-Maquina-Angosto.mp4
reverse-cable-crossover,Reverse cable crossover,"De pie entre dos poleas altas, cruza las manos sujetando las asas opuestas. Con los brazos casi extendidos, abre hacia atrás en arco, llevando los brazos a los lados y contrayendo los deltoides posteriores. Mantén postura estable y controla el regreso. No uses impulso y mantén el core activo.","[""Tensión constante en deltoides posterior"",""Mejora postura y estabilidad escapular"",""Permite fuerte contracción final""]","[""Usar demasiado peso y perder la forma"",""Flexionar excesivamente los codos"",""Encoger los hombros hacia las orejas""]","[""Activa core y mantén postura"",""Elige peso controlable"",""Detente si hay dolor agudo de hombro""]",aislado,Deltoides posterior,"[""Romboides"",""Trapecio"",""Infraespinoso"",""Redondo menor""]","[""Polea doble"",""Asas""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""hombros"",""polea""]","[""reverse-cable-crossover"",""face-pull"",""reverse-peck-deck-polea-parado""]",https://vz-cddd003b-54d.b-cdn.net/db6e15bc-e3da-41d9-ad78-efa09266b617/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/db6e15bc-e3da-41d9-ad78-efa09266b617,https://vz-cddd003b-54d.b-cdn.net/db6e15bc-e3da-41d9-ad78-efa09266b617/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/db6e15bc-e3da-41d9-ad78-efa09266b617/preview.webp?v=1752878075,https://olympo.b-cdn.net/hombros/Reverse-Cable-Crossover.mp4
reverse-peck-deck-polea-parado,Aperturas reversas con cuerda a la altura de los hombros,"Ubica las poleas al nivel de los hombros y acopla una cuerda en cada lado. De pie en medio de la estación, toma cada cuerda con la mano contraria (agarre cruzado) o directa, según la comodidad. Con los brazos casi extendidos y una ligera flexión en los codos, abre los brazos hacia atrás en un movimiento semicircular, activando la parte posterior de los hombros y la parte alta de la espalda. Mantén el torso fijo y el core activado durante todo el movimiento.","[""Activa deltoides posterior"",""Mejora postura y equilibrio muscular"",""Aumenta la estabilidad escapular""]","[""Usar impulso del torso"",""Encoger los hombros"",""Cruzar demasiado al frente""]","[""Controla el peso"",""Evita hiperextender los codos"",""Mantén una postura firme""]",aislado,Deltoides posterior,"[""Trapecio medio"",""Romboides"",""Infraespinoso""]","[""Polea alta"",""Cuerdas""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,8,"[""espalda"",""hombros"",""posterior"",""polea"",""gimnasio""]","[""reverse-peck-deck-polea-parado"",""face-pull"",""reverse-cable-crossover""]",https://vz-cddd003b-54d.b-cdn.net/262e38b8-5f0e-44b2-8ebb-d1b4452dc3c1/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/262e38b8-5f0e-44b2-8ebb-d1b4452dc3c1,https://vz-cddd003b-54d.b-cdn.net/262e38b8-5f0e-44b2-8ebb-d1b4452dc3c1/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/262e38b8-5f0e-44b2-8ebb-d1b4452dc3c1/preview.webp?v=1752878028,https://olympo.b-cdn.net/hombros/Reverse-Peck-Deck-Polea-Parado.mp4
sentadilla-bulgara,Zancadas búlgaras (Bulgarian Split Squats),"Apoya el empeine de una pierna sobre un banco o plataforma detrás de ti. Con la otra pierna adelante, baja flexionando la rodilla delantera hasta que el muslo quede paralelo al suelo. Mantén el torso recto y el core activo. Sube empujando con la pierna de apoyo. Ideal para fuerza unilateral, glúteos y equilibrio.","[""Corrige desequilibrios entre piernas"",""Alta activación de glúteos"",""Mejora estabilidad de cadera y rodilla""]","[""Colocar el banco muy lejos o cerca"",""Inclinar el torso"",""Pérdida de equilibrio""]","[""Comienza con solo peso corporal"",""Asegura buena postura"",""Progresar con peso gradualmente""]",funcional,Glúteos,"[""Cuádriceps"",""Isquiotibiales"",""Core""]","[""Banco"",""Mancuernas (opcional)""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""piernas"",""casa"",""funcional""]","[""sentadilla-bulgara"",""zancadas-barra"",""zancadas-mancuernas""]",https://vz-cddd003b-54d.b-cdn.net/36f8edb1-8c7f-4e53-a927-883928ab0ba8/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/36f8edb1-8c7f-4e53-a927-883928ab0ba8,https://vz-cddd003b-54d.b-cdn.net/36f8edb1-8c7f-4e53-a927-883928ab0ba8/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/36f8edb1-8c7f-4e53-a927-883928ab0ba8/preview.webp?v=1752893088,https://olympo.b-cdn.net/piernas/Sentadilla-Bulgara.mp4
sentadilla-cuerda-polea-baja,Sentadilla con cuerda en polea baja,"Coloca la cuerda en la polea baja y sujétala con ambas manos frente al cuerpo. Da un paso atrás y baja en sentadilla, manteniendo la cuerda cerca del pecho y el core firme. Empuja desde los talones para subir, controlando el movimiento. Perfecto para aprender la técnica y trabajar la postura.","[""Permite control del movimiento con asistencia"",""Ideal para principiantes y trabajo postural"",""Fácil de adaptar el peso""]","[""Separar la cuerda del pecho"",""Inclinar el torso en exceso"",""No controlar la bajada""]","[""Usa un peso moderado al empezar"",""Mantén la cuerda pegada al pecho"",""No uses impulso""]",compuesto,Cuádriceps,"[""Glúteos"",""Core"",""Aductores"",""Isquiotibiales""]","[""Polea baja"",""Cuerda""]","[""Principiante"",""Intermedio""]",media,hipertrofia,7,"[""gimnasio"",""piernas"",""polea""]","[""sentadilla-cuerda-polea-baja"",""sentadilla-mancuernas"",""sentadilla-goblet""]",https://vz-cddd003b-54d.b-cdn.net/34496541-ee43-48be-9c63-9bf2b688c7a3/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/34496541-ee43-48be-9c63-9bf2b688c7a3,https://vz-cddd003b-54d.b-cdn.net/34496541-ee43-48be-9c63-9bf2b688c7a3/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/34496541-ee43-48be-9c63-9bf2b688c7a3/preview.webp?v=1752893144,https://olympo.b-cdn.net/piernas/Sentadilla-Cuerda-Polea-Baja.mp4
sentadilla-disco-pecho,Sentadilla con disco al pecho,"De pie, sostiene un disco de peso frente al pecho con ambas manos. Coloca los pies al ancho de hombros, baja en sentadilla hasta que los muslos estén paralelos al suelo, manteniendo el disco cerca del pecho y la espalda recta. Sube empujando desde los talones. Ideal para trabajar postura y técnica.","[""Mejora la postura y el control"",""Desarrolla fuerza y masa en piernas"",""Alternativa segura para aprender sentadilla profunda""]","[""Separar el disco del pecho"",""Inclinar el torso en exceso"",""No bajar suficiente""]","[""Elige un peso manejable"",""Mantén el disco pegado al pecho"",""Controla el movimiento""]",compuesto,Cuádriceps,"[""Glúteos"",""Core"",""Isquiotibiales"",""Aductores""]","[""Disco de peso""]","[""Principiante"",""Intermedio""]",media,hipertrofia,7,"[""gimnasio"",""piernas"",""casa""]","[""sentadilla-disco-pecho"",""sentadilla-goblet"",""sentadilla-mancuernas""]",https://vz-cddd003b-54d.b-cdn.net/3b2a91e7-e93f-49d2-8454-fedf02f45aa8/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/3b2a91e7-e93f-49d2-8454-fedf02f45aa8,https://vz-cddd003b-54d.b-cdn.net/3b2a91e7-e93f-49d2-8454-fedf02f45aa8/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/3b2a91e7-e93f-49d2-8454-fedf02f45aa8/preview.webp?v=1752893233,https://olympo.b-cdn.net/piernas/Sentadilla-Disco-Pecho.mp4
sentadilla-frontal,Sentadilla frontal con barra,"Coloca la barra sobre los deltoides frontales, cruza los brazos o usa agarre limpio. Mantén el torso erguido y pies al ancho de hombros. Flexiona caderas y rodillas bajando el cuerpo hasta que los muslos estén paralelos o más abajo. Empuja hacia arriba manteniendo la espalda recta y el core firme.","[""Mayor activación de cuádriceps"",""Mejora la movilidad de tobillo y postura"",""Reduce carga en la espalda baja respecto a la sentadilla trasera""]","[""Inclinar el torso al frente"",""Dejar caer los codos"",""Flexionar la espalda""]","[""Practica la posición de muñecas y codos"",""Comienza con poco peso"",""Mantén el core muy activo""]",compuesto,Cuádriceps,"[""Glúteos"",""Core"",""Aductores"",""Isquiotibiales""]","[""Barra"",""Discos de peso"",""Rack""]","[""Intermedio"",""Avanzado""]",alta,hipertrofia,9,"[""gimnasio"",""piernas"",""barra""]","[""sentadilla-frontal"",""sentadilla-libre"",""sentadilla-smith""]",https://vz-cddd003b-54d.b-cdn.net/c3a3db74-7b18-4a63-bd33-eadf8b286e63/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/c3a3db74-7b18-4a63-bd33-eadf8b286e63,https://vz-cddd003b-54d.b-cdn.net/c3a3db74-7b18-4a63-bd33-eadf8b286e63/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/c3a3db74-7b18-4a63-bd33-eadf8b286e63/preview.webp?v=1752893281,https://olympo.b-cdn.net/piernas/Sentadilla-Frontal.mp4
sentadilla-goblet,Sentadilla goblet,Sostén una mancuerna o kettlebell frente al pecho con ambas manos. Coloca los pies al ancho de hombros y baja controlando hasta que los muslos estén al menos paralelos al suelo. Mantén la espalda recta y el core activo. Sube empujando desde los talones sin inclinar el torso hacia adelante.,"[""Refuerza la técnica de sentadilla"",""Desarrolla piernas y glúteos con bajo riesgo"",""Ideal para aprender la sentadilla profunda""]","[""Separar los codos"",""Flexionar la espalda"",""Dejar caer la mancuerna al frente""]","[""Elige un peso manejable"",""Mantén el peso cerca del pecho"",""Controla el movimiento en todo momento""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core"",""Aductores""]","[""Mancuerna"",""Kettlebell""]","[""Principiante"",""Intermedio""]",media,hipertrofia,8,"[""gimnasio"",""piernas"",""casa"",""mancuernas"",""kettlebell""]","[""sentadilla-goblet"",""sentadilla-mancuernas"",""sentadilla-kettlebell""]",https://vz-cddd003b-54d.b-cdn.net/a926b388-3397-44df-b464-f62be0157326/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/a926b388-3397-44df-b464-f62be0157326,https://vz-cddd003b-54d.b-cdn.net/a926b388-3397-44df-b464-f62be0157326/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/a926b388-3397-44df-b464-f62be0157326/preview.webp?v=1752893191,https://olympo.b-cdn.net/piernas/Sentadilla-Goblet.mp4
sentadilla-hack,Sentadilla hack (Hack Squat en máquina),Acomódate en la máquina hack squat con la espalda y hombros apoyados. Coloca los pies adelante del cuerpo y baja la plataforma flexionando rodillas y caderas hasta que los muslos estén paralelos al suelo. Sube empujando desde los talones y controla ambas fases. Mantén la espalda siempre apoyada.,"[""Permite gran carga con seguridad"",""Aísla cuádriceps"",""Reduce carga en la zona lumbar"",""Ideal para hipertrofia""]","[""Quitar los talones de la plataforma"",""Despegar la espalda del respaldo"",""No controlar la bajada""]","[""Ajusta el apoyo según tu estatura"",""No bloquees las rodillas al subir"",""Empieza con poco peso""]",compuesto,Cuádriceps,"[""Glúteos"",""Isquiotibiales"",""Core""]","[""Máquina hack squat""]","[""Intermedio"",""Avanzado""]",media,hipertrofia,9,"[""gimnasio"",""piernas"",""maquina""]","[""sentadilla-hack"",""sentadilla-hack-eje"",""hack-total-vertical-pimpos""]",https://vz-cddd003b-54d.b-cdn.net/85cdc0f4-696f-4578-89e7-99e6cc0f7531/playlist.m3u8,https://iframe.mediadelivery.net/play/458976/85cdc0f4-696f-4578-89e7-99e6cc0f7531,https://vz-cddd003b-54d.b-cdn.net/85cdc0f4-696f-4578-89e7-99e6cc0f7531/thumbnail.jpg,https://vz-cddd003b-54d.b-cdn.net/85cdc0f4-696f-4578-89e7-99e6cc0f7531/preview.webp?v=1761099233,https://olympo.b-cdn.net/piernas/Sentadilla-Hack.MOV
